f000259,2506.520,2516.840,"That was apparent really for the first time, now that he was no longer raised on his small limbs and nothing else distracted one's gaze."
f000260,2516.840,2530.920,"Grete, come into us for a moment, said Mrs. Samsa with a melancholy smile, and Grete went, not without looking back at the corpse, behind her parents into the bed room."
f000261,2530.920,2535.840,"The cleaning woman shut the door and opened the window wide."
f000262,2535.840,2541.560,"In spite of the early morning, the fresh air was partly tinged with warmth."
f000263,2541.560,2544.720,"It was already the end of March."
f000264,2544.720,2553.800,"The three lodgers stepped out of their room and looked around for their breakfast, astonished that they had been forgotten."
f000265,2553.800,2560.120,"Where is the breakfast? asked the middle one of the gentlemen grumpily to the cleaning woman."
f000266,2560.120,2569.280,"However, she laid her finger to her lips and then quickly and silently indicated to the lodgers that they could come into Gregor's room."
f000267,2569.280,2581.000,"So they came and stood in the room, which was already quite bright, around Gregor's corpse, their hands in the pockets of their somewhat worn jackets."
f000268,2581.000,2590.160,"Then the door of the bed room opened, and Mr. Samsa appeared in his uniform, with his wife on one arm and his daughter on the other."
f000269,2590.160,2593.120,"All were a little tear stained."
f000270,2593.120,2597.720,"Now and then Grete pressed her face onto her father's arm."
f000271,2597.720,2606.080,"Get out of my apartment immediately, said Mr. Samsa and pulled open the door, without letting go of the women."
f000272,2606.080,2612.840,"What do you mean? said the middle lodger, somewhat dismayed and with a sugary smile."
f000273,2612.840,2624.360,"The two others kept their hands behind them and constantly rubbed them against each other, as if in joyful anticipation of a great squabble which must end up in their favour."
f000274,2624.360,2632.520,"I mean exactly what I say, replied Mr. Samsa and went directly with his two female companions up to the lodger."
f000275,2632.520,2642.480,"The latter at first stood there motionless and looked at the floor, as if matters were arranging themselves in a new way in his head."
f000276,2642.480,2654.640,"All right, then we'll go, he said and looked up at Mr. Samsa as if, suddenly overcome by humility, he was asking fresh permission for this decision."
f000277,2654.640,2660.720,"Mr. Samsa merely nodded to him repeatedly with his eyes open wide."
f000278,2660.720,2668.080,"Following that, the lodger actually went with long strides immediately out into the hall."
f000279,2668.080,2682.600,"His two friends had already been listening for a while with their hands quite still, and now they hopped smartly after him, as if afraid that Mr. Samsa could step into the hall ahead of them and disturb their reunion with their leader."
f000280,2682.600,2695.120,"In the hall all three of them took their hats from the coat rack, pulled their canes from the cane holder, bowed silently, and left the apartment."
f000281,2695.120,2718.160,"In what turned out to be an entirely groundless mistrust, Mr. Samsa stepped with the two women out onto the landing, leaned against the railing, and looked over as the three lodgers slowly but steadily made their way down the long staircase, disappeared on each floor in a certain turn of the stairwell, and in a few seconds came out again."
f000282,2718.160,2732.640,"The deeper they proceeded, the more the Samsa family lost interest in them, and when a butcher with a tray on his head come to meet them and then with a proud bearing ascended the stairs high above them, Mr."
f000283,2732.640,2741.000,"Samsa., together with the women, left the banister, and they all returned, as if relieved, back into their apartment."
f000284,2741.000,2746.680,"They decided to pass that day resting and going for a stroll."
f000285,2746.680,2753.400,"Not only had they earned this break from work, but there was no question that they really needed it."
f000286,2753.400,2766.400,"And so they sat down at the table and wrote three letters of apology: Mr. Samsa to his supervisor, Mrs. Samsa to her client, and Grete to her proprietor."
f000287,2766.400,2773.880,"During the writing the cleaning woman came in to say that she was going off, for her morning work was finished."
f000288,2773.880,2779.560,"The three people writing at first merely nodded, without glancing up."
f000289,2779.560,2785.360,"Only when the cleaning woman was still unwilling to depart, did they look up angrily."
f000290,2785.360,2788.240,"Well? asked Mr. Samsa."
f000291,2788.240,2798.600,"The cleaning woman stood smiling in the doorway, as if she had a great stroke of luck to report to the family but would only do it if she was asked directly."
f000292,2798.600,2811.120,"The almost upright small ostrich feather in her hat, which had irritated Mr. Samsa during her entire service, swayed lightly in all directions."
f000293,2811.120,2818.440,"All right then, what do you really want? asked Mrs. Samsa, whom the cleaning lady still usually respected."
f000294,2818.440,2831.320,"Well, answered the cleaning woman, smiling so happily she couldn't go on speaking right away, about how that rubbish from the next room should be thrown out, you mustn't worry about it."
f000295,2831.320,2833.080,"It's all taken care of."
f000296,2833.080,2840.120,"Mrs. Samsa and Grete bent down to their letters, as though they wanted to go on writing."
f000297,2840.120,2851.160,"Mr. Samsa, who noticed that the cleaning woman wanted to start describing everything in detail, decisively prevented her with an outstretched hand."
f000298,2851.160,2867.920,"But since she was not allowed to explain, she remembered the great hurry she was in, and called out, clearly insulted, Bye bye, everyone, turned around furiously and left the apartment with a fearful slamming of the door."
f000299,2867.920,2883.360,"This evening she'll be let go, said Mr. Samsa, but he got no answer from either his wife or from his daughter, because the cleaning woman seemed to have upset once again the tranquillity they had just attained."
f000300,2883.360,2890.360,"They got up, went to the window, and remained there, with their arms about each other."
f000301,2890.360,2898.240,"Mr. Samsa turned around in his chair in their direction and observed them quietly for a while."
f000302,2898.240,2902.320,"Then he called out, All right, come here then."
f000303,2902.320,2904.800,"Let's finally get rid of old things."
f000304,2904.800,2907.120,"And have a little consideration for me."
f000305,2907.120,2910.680,"The women attended to him at once."
f000306,2910.680,2915.000,"They rushed to him, caressed him, and quickly ended their letters."
f000307,2915.000,2928.080,"Then all three left the apartment together, something they had not done for months now, and took the electric tram into the open air outside the city."
f000308,2928.080,2933.600,"The car in which they were sitting by themselves was totally engulfed by the warm sun."
f000309,2933.600,2956.760,"Leaning back comfortably in their seats, they talked to each other about future prospects, and they discovered that on closer observation these were not at all bad, for the three of them had employment, about which they had not really questioned each other at all, which was extremely favourable and with especially promising prospects."
f000310,2956.760,2964.040,"The greatest improvement in their situation at this moment, of course, had to come from a change of dwelling."
f000311,2964.040,2974.480,"Now they wanted to rent an apartment smaller and cheaper but better situated and generally more practical than the present one, which Gregor had found."
f000312,2974.480,2995.320,"While they amused themselves in this way, it struck Mr. and Mrs. Samsa, almost at the same moment, how their daughter, who was getting more animated all the time, had blossomed recently, in spite of all the troubles which had made her cheeks pale, into a beautiful and voluptuous young woman."
f000313,2995.320,3008.000,"Growing more silent and almost unconsciously understanding each other in their glances, they thought that the time was now at hand to seek out a good honest man for her."
f000314,3008.000,3019.320,"And it was something of a confirmation of their new dreams and good intentions when at the end of their journey their daughter got up first and stretched her young body."
f000315,3019.320,3042.240,"end of the metharmphosis by franz kafka translated by."
